Elevation,Slope,Horizontal_Distance_To_Hydrology,Vertical_Distance_To_Hydrology,Horizontal_Distance_To_Roadways,Hillshade_9am,Hillshade_Noon,Horizontal_Distance_To_Fire_Points
2936,23,175,69,6316,252,213,4158
3027,14,339,109,2866,195,252,1825
2990,18,696,121,2389,189,205,1654
2513,11,60,-4,342,220,216,1514
2896,26,150,43,3245,166,252,1748
2959,13,42,4,4129,207,214,2133
2761,16,228,49,1739,218,204,330
3152,24,626,-22,4063,231,183,4203
3279,13,361,89,5478,231,214,1159
2939,5,323,26,4791,224,228,2845
3201,6,95,-3,3178,214,228,4857
3578,29,924,293,2438,253,188,1273
2760,15,424,12,1663,219,207,2067
3233,15,216,43,1699,238,238,1401
2603,20,85,18,1383,196,196,1909
2469,25,150,41,841,170,188,1128
3304,13,331,69,1746,208,213,1040
3195,13,577,69,2090,214,212,2493
2609,4,30,-1,2049,213,233,2687
2985,8,430,76,6135,207,248,5248
3550,17,908,331,2642,246,214,977
3233,12,295,40,4082,226,246,2062
2966,16,67,16,365,174,231,703
3359,9,162,-13,2984,224,246,474
3173,6,815,99,1507,202,236,2523
2961,10,120,0,1663,227,245,1113
2747,8,60,-8,671,234,231,2232
3123,17,778,86,1739,202,254,618
3107,13,30,7,1533,212,212,2442
2850,4,0,0,1415,224,231,1486
3083,16,85,26,2989,225,204,5740
2876,12,301,8,730,206,217,759
2663,13,60,8,1613,203,214,6373
3338,6,212,-26,3029,228,240,607
2595,23,30,16,1177,224,185,1374
3025,10,192,39,480,234,222,1403
3116,22,391,114,577,162,207,1951
3401,15,541,109,2843,212,252,1366
2970,16,379,76,1557,182,249,1380
2439,9,268,90,1214,207,222,726
3094,14,242,49,4734,232,243,895
2640,17,190,29,2096,195,204,2529
2941,2,67,4,1714,216,234,162
2597,14,192,34,1189,236,213,1348
2873,25,295,27,859,170,252,516
3040,22,553,186,5094,167,203,492
3194,3,306,32,5861,213,241,2210
2783,9,255,36,1879,233,238,2412
3162,8,420,30,6325,213,248,1866
2516,8,0,0,1148,217,222,1616
3179,13,484,54,2040,213,211,2584
2020,33,162,73,201,248,167,474
2838,18,67,14,1207,202,254,2527
2919,3,532,16,4449,212,235,4521
2936,4,402,50,3266,226,233,1834
3267,20,150,38,3287,169,246,1398
3176,6,330,75,2687,228,229,1725
3148,19,330,72,960,205,197,1718
2634,10,297,-17,1273,231,220,834
2957,15,731,79,2836,243,232,1790
3097,17,228,28,2045,221,250,95
2693,24,270,-42,547,199,253,722
3522,16,313,28,1638,176,224,2083
2588,6,361,134,488,217,227,295
3242,11,90,16,6012,204,219,481
2955,9,285,38,5294,234,238,2538
3219,13,663,80,2044,198,215,309
3277,6,655,-13,1687,224,226,3079
2925,26,85,66,362,191,174,2917
2067,33,85,23,212,211,150,480
3017,8,339,66,4890,234,236,1570
3039,14,361,106,467,193,217,1587
3103,8,124,3,3416,228,243,5132
3276,10,842,141,870,202,249,2510
3254,10,272,42,1198,232,221,2250
2879,30,30,-16,365,239,168,2415
3021,12,180,-28,3580,238,222,5495
3022,1,0,0,3355,219,237,162
2518,7,524,40,841,230,228,3817
3112,5,0,0,993,229,235,1802
2689,8,424,77,890,229,224,1282
2615,16,0,0,1173,190,212,2416
3322,14,883,185,1415,219,207,1731
3244,12,592,61,3148,240,231,3004
3113,18,60,-2,3617,215,252,4993
2937,12,95,26,5686,190,246,1092
2798,23,30,13,2250,189,187,882
3410,16,306,172,3866,244,216,3448
2747,10,511,-16,577,223,219,446
3072,21,210,43,1537,156,229,391
2528,30,85,35,937,137,241,1426
3153,16,30,11,4095,182,218,1883
2765,12,362,118,1931,194,222,2071
2141,16,150,77,454,177,221,402
2622,17,300,92,811,191,253,1423
3011,13,700,102,5945,184,240,3420
3258,11,240,-7,997,222,215,3015
3320,24,95,22,3430,164,195,2400
2679,7,319,2,671,218,225,1032
2189,24,108,75,1116,190,181,1187
3044,14,391,69,5412,213,210,3761
3385,17,335,50,2971,221,250,1689
2377,21,60,33,886,156,225,1584
3198,4,342,20,5550,221,231,2790
2228,30,484,151,532,186,163,633
3098,14,402,82,1677,213,208,3610
2930,13,379,49,2580,205,252,2174
3008,14,67,18,2823,186,247,872
2231,34,30,22,849,106,210,700
2916,3,342,52,2804,222,233,2147
2963,13,67,18,1606,236,216,3463
3108,4,150,4,4295,223,232,1499
3032,14,162,51,2605,184,224,1710
2793,8,283,31,1559,213,223,1269
3251,6,351,53,979,209,230,1461
2759,15,192,71,201,241,213,2574
2919,8,30,2,4791,204,229,2277
2815,16,362,82,1840,189,211,990
3056,7,726,-118,1445,228,226,882
3200,3,150,1,42,211,235,1383
3227,20,175,37,973,211,191,1945
3039,8,60,3,3161,208,225,371
3116,22,560,104,5963,153,232,1660
3018,17,297,100,2848,187,252,1840
2493,18,90,4,1921,206,198,872
3135,12,285,27,5562,241,229,953
3008,13,573,89,5192,207,214,5708
2978,10,0,0,3288,202,222,1064
2775,7,30,-2,3031,229,226,6339
2369,19,277,24,1442,195,200,525
3064,2,0,0,1530,223,237,1874
3007,12,808,188,1236,217,213,2522
2564,27,85,7,2061,240,179,579
3244,9,847,69,4250,195,235,2411
3329,11,0,0,1365,238,224,1563
3179,8,937,-23,1224,225,244,1477
2789,14,319,39,2402,242,232,2613
2520,8,404,44,594,224,223,3546
2678,11,362,61,840,233,220,799
2995,7,175,41,1933,203,242,1203
2905,13,212,53,1683,197,218,2568
3023,20,949,264,1557,221,191,2089
2891,8,218,10,2042,232,227,2866
2968,13,268,49,5428,217,250,3010
3300,16,190,-24,3766,191,209,3891
2996,15,67,19,1597,243,232,1844
2708,27,85,16,1552,239,176,1396
3363,14,443,95,3408,214,252,210
2679,8,0,0,1377,228,223,3481
2481,27,420,73,361,177,253,1033
3128,10,741,91,1790,205,249,649
3113,12,283,38,4507,238,221,3118
3160,8,30,0,1805,222,223,384
3076,6,395,75,2200,221,226,2652
2995,5,60,3,2821,213,231,1604
3086,11,570,162,4163,216,216,2397
3158,6,277,22,4564,230,236,2021
3057,2,60,2,3369,214,236,603
3207,13,30,0,1226,220,211,2492
3162,4,420,125,2135,225,239,1104
3096,35,484,-8,750,242,157,1774
2629,14,170,60,1302,208,252,1385
2567,7,600,97,726,219,246,886
3187,22,170,28,902,251,208,760
3208,10,234,5,2646,229,219,960
3164,12,60,21,1559,224,214,2491
2705,3,67,3,1710,222,240,900
2919,14,268,6,5225,181,232,2233
3355,15,446,70,1826,243,231,1852
3274,10,85,7,6044,236,223,495
3034,24,335,72,4347,239,187,2394
3121,8,1172,252,2823,220,221,1507
2979,6,30,2,2731,217,227,1695
2888,23,192,77,2370,250,202,1734
3186,13,150,44,589,232,215,2136
3309,24,30,2,1884,252,213,830
3232,19,499,53,660,164,229,792
2984,7,212,21,1442,219,224,1879
2131,34,150,90,600,164,151,514
2885,29,180,114,2220,132,234,1355
3180,22,60,22,2233,214,251,1425
3147,22,503,211,1614,250,219,2742
2979,18,540,169,540,236,200,806
3311,13,228,-4,5017,190,222,3184
2740,19,30,8,1325,234,197,1719
2359,26,323,206,1129,187,175,1253
3165,20,1140,117,3150,232,243,2366
3177,22,95,23,495,213,187,1595
2851,18,124,22,2501,171,219,685
2679,7,361,16,1600,210,228,6044
3280,11,335,113,2706,239,230,3159
2903,5,272,0,3767,222,243,1566
2957,5,216,44,4591,214,245,2753
3077,20,1036,175,3191,238,238,1611
3359,8,212,1,1360,206,226,3625
2954,15,162,29,1364,180,227,3181
2965,11,467,52,5555,224,247,3622
3135,5,201,0,3940,226,241,1366
2416,11,330,26,949,233,220,957
3351,19,342,81,3647,184,205,1956
3270,8,525,65,3216,235,231,4479
3160,6,30,1,2322,223,227,1465
2082,24,170,64,234,148,236,511
2755,33,67,27,1292,194,246,1883
2534,15,170,30,1034,212,252,1503
2844,8,0,0,1041,230,241,2413
3057,3,342,69,5771,225,234,4643
3010,7,150,10,815,208,228,1168
3157,14,216,22,595,205,211,2520
3103,17,339,94,598,179,217,1861
3276,10,30,0,1549,236,224,2952
3046,20,242,32,3161,215,191,1693
2814,18,42,9,2524,229,245,1114
2801,31,85,49,3730,248,212,5675
2745,12,170,85,2542,202,217,6784
3226,11,571,116,1357,192,246,2611
2900,13,301,-35,5375,206,213,3933
3119,21,247,78,997,242,198,1487
2843,12,30,8,1245,237,218,1699
2975,8,0,0,5354,231,239,2160
2970,10,295,-28,4808,234,223,2976
2946,13,277,74,3354,240,219,2249
2939,14,768,302,1087,216,251,1690
3032,13,134,9,2067,223,211,1616
2619,13,458,30,1343,229,211,4112
3273,15,607,198,841,209,207,685
3018,17,277,85,594,189,207,1698
2828,18,124,49,2627,229,198,2830
3137,23,255,26,3935,173,192,888
2114,11,30,3,1230,240,229,1168
3048,23,272,-29,646,247,197,1718
2868,20,361,102,2376,209,191,467
3004,20,360,83,2173,213,193,2274
3137,17,300,112,2301,236,240,1657
3068,20,600,271,2613,166,215,1533
3090,11,450,-92,1744,233,220,1415
2863,14,67,16,5922,188,222,4548
3205,12,335,33,4481,199,218,1620
3187,7,524,18,2116,220,225,1060
2846,18,258,43,2671,236,201,1867
3197,17,283,70,2166,239,237,3303
3397,13,458,46,2255,234,241,474
2969,5,511,16,886,223,229,2022
2913,16,492,94,1530,199,207,2828
2823,5,0,0,2652,227,231,2721
2995,5,256,30,953,214,229,2132
3044,9,592,194,5816,235,229,5051
3148,14,85,14,1406,188,219,2340
2982,19,95,27,4223,243,233,2033
2378,20,175,37,904,224,191,708
3205,14,42,-1,1968,224,208,1771
2968,11,180,36,2185,219,215,631
3054,6,85,12,1777,225,242,1800
2560,35,150,61,1549,179,246,395
2450,7,90,13,591,231,227,1530
3115,8,417,-5,2340,199,242,2510
3006,10,192,55,960,238,233,446
2863,27,324,198,1368,249,188,1018
3084,20,541,155,6111,162,241,1531
2826,14,228,70,1390,201,212,1542
2747,1,402,16,994,219,238,1816
3341,17,467,-16,1294,218,199,1806
2318,21,212,120,953,240,236,834
3348,18,443,86,4495,222,249,2687
2818,18,240,147,247,237,203,1578
3004,19,30,-1,1670,241,202,1825
3021,21,175,30,2300,206,191,4230
2287,27,108,53,319,152,191,1040
3031,10,95,7,3601,232,221,1959
2482,16,0,0,1025,202,206,1294
3171,5,108,13,579,207,240,875
2548,28,600,-51,571,254,204,1307
2545,7,212,2,335,224,225,1361
2916,13,90,3,5302,233,242,4039
3180,24,170,42,2349,250,220,3124
2947,8,247,55,1740,234,228,1900
2901,20,418,252,1818,173,250,1531
3128,28,30,12,1342,235,174,845
3215,26,134,57,1095,142,238,2463
2538,4,150,7,2584,226,236,2525
2919,4,85,3,3934,224,241,6166
3042,11,67,12,3000,195,247,1116
3129,23,170,57,4347,155,209,1074
3454,16,631,20,2579,231,204,1974
3121,18,454,15,2147,216,198,1507
2965,15,283,54,4031,241,215,5239
2909,10,150,13,5018,196,246,1299
3121,20,285,94,3217,192,254,1150
2954,10,60,0,1558,218,219,907
2748,23,268,76,1319,151,218,1307
3011,6,234,27,4039,208,232,1426
3178,7,524,46,3225,209,228,3541
3274,21,531,14,1463,237,192,5014
2161,24,268,88,361,183,186,604
3037,5,60,3,3212,227,232,5455
3294,7,95,21,6091,208,247,379
3268,8,234,60,1415,209,226,458
2660,16,242,84,607,208,205,1969
2978,7,0,0,3960,232,232,5367
2830,23,127,43,2278,152,240,973
3349,17,618,194,1657,244,231,1377
2854,24,268,72,1621,192,183,1718
2863,19,330,-8,376,221,194,1518
3139,18,351,74,5826,173,246,2173
3037,11,108,22,2809,196,226,677
3233,10,484,-29,2777,207,250,285
3327,14,1149,230,3670,190,250,2504
3273,7,335,52,5476,217,225,525
3059,10,330,15,3174,231,219,466
2590,6,108,26,1299,207,233,4950
2970,8,108,0,3461,222,222,2166
2987,14,0,0,3459,182,230,1919
2741,34,390,-53,2094,145,246,1620
2742,18,30,8,360,246,227,420
2651,16,0,0,2106,207,204,4640
2033,36,360,182,330,142,149,930
2737,12,201,80,2742,188,229,1231
2960,31,424,268,2223,153,249,1213
2692,16,335,58,390,206,206,426
3240,13,1006,223,2117,206,212,2177
3433,8,845,118,2073,205,247,1090
2776,4,234,25,866,223,231,1944
3013,4,85,7,4360,208,238,793
2802,17,170,46,1968,246,224,870
2991,16,390,47,2603,246,225,2631
2559,17,60,8,313,239,238,1802
3173,11,510,18,2089,210,218,1050
2837,24,295,176,309,227,182,1487
2956,8,60,8,3154,202,231,1242
2961,29,990,166,2670,239,228,1243
2480,7,391,121,810,201,241,300
3011,11,0,0,1745,194,226,1931
2893,1,255,61,866,218,236,1543
2901,22,306,139,1528,243,232,1745
2974,23,787,97,807,188,187,1249
2747,6,201,20,2754,229,231,5047
2461,14,30,3,830,188,222,644
3219,15,480,143,927,212,206,1092
3057,19,234,36,1822,224,248,218
2571,9,95,22,1142,196,236,4978
2806,24,285,109,1101,203,180,1041
2714,31,335,169,1165,130,236,1443
2777,25,60,-2,2439,218,246,969
3157,4,212,-21,859,211,232,1101
3034,18,42,7,1392,167,238,2538
2839,12,108,27,2315,201,217,2191
2683,3,60,5,2090,224,233,1783
3197,6,60,4,4312,221,227,3355
2036,35,108,82,170,206,144,255
2899,8,190,19,3197,230,225,4432
3053,13,95,9,3392,241,225,569
2349,22,418,95,297,156,239,666
3446,28,108,53,2894,137,236,2234
3076,10,297,36,42,230,219,878
3060,22,433,29,4781,206,186,3247
2885,21,90,17,994,158,223,828
2881,15,108,17,2736,244,229,1973
2718,18,30,-2,2719,244,209,2207
3339,9,60,16,2143,204,226,1114
3320,28,277,86,984,193,251,939
3284,19,127,33,3480,209,253,543
3241,10,457,108,808,233,221,5440
3216,5,564,66,5958,208,243,2584
3031,12,127,12,3154,240,229,350
3117,4,335,58,612,217,230,1319
3182,3,30,-2,3572,217,232,3206
3229,7,570,153,865,225,226,1172
3011,15,228,7,4190,245,227,3650
2885,15,390,59,900,213,207,1567
2887,4,404,39,2741,226,239,2363
2810,8,60,9,1165,220,222,2086
2892,24,272,130,1489,218,247,1785
3328,5,570,111,926,221,243,1065
2992,9,60,-7,3769,220,220,1368
3388,22,240,69,2310,251,212,924
2990,7,60,-1,2654,212,227,2040
2756,12,256,36,1436,240,225,2363
2671,4,216,-8,636,212,233,1134
3162,9,30,5,834,195,237,1556
2755,12,216,20,2697,238,236,6707
3064,7,524,30,6391,221,225,3228
3008,11,190,-2,967,232,219,932
2915,5,150,22,2084,207,242,752
2231,32,212,106,1057,178,154,1173
2017,23,335,32,408,164,200,272
2795,25,201,-24,228,238,184,1390
2657,12,30,2,1405,208,215,1836
2930,13,0,0,713,191,221,2083
2405,21,170,37,1099,161,214,787
3032,23,0,0,2052,181,191,3373
3082,7,234,43,108,220,225,942
2964,17,175,60,3200,179,249,1920
2907,27,67,16,5591,137,234,984
3144,10,134,15,874,192,240,1436
3198,5,67,0,4255,225,230,1764
2991,7,371,16,3211,224,224,5983
2978,16,446,10,6282,240,236,3045
2688,16,42,4,1332,210,204,1865
2939,15,170,36,4565,224,205,3744
2771,6,153,19,2370,215,246,1613
3023,9,323,18,4490,229,223,618
2936,20,365,36,5509,179,253,4152
2735,6,242,19,1627,228,230,2230
3201,8,85,19,2886,229,223,5113
3169,14,134,-13,1900,224,208,1655
2846,6,30,0,5274,206,243,569
3126,6,190,17,6641,214,246,2508
3244,10,240,39,3005,235,223,4810
2940,11,331,93,1643,237,237,2308
2595,19,228,64,845,246,210,558
3160,6,313,16,5974,215,227,1001
2865,15,108,26,3377,244,220,1772
3300,8,918,165,830,200,243,2613
3077,14,272,82,2565,180,236,1563
3177,16,458,97,2007,212,252,876
2666,18,210,49,1057,245,210,558
1961,19,150,70,124,178,208,591
3071,18,497,28,1153,199,201,2008
3187,13,446,110,558,241,222,752
2775,7,60,-2,3015,232,234,6358
3244,7,201,2,6208,225,226,459
3142,21,228,33,5438,207,253,1318
2830,7,67,0,2444,231,229,2647
2941,23,85,22,2871,177,253,1024
2977,12,247,45,3108,201,218,1172
3158,16,212,31,3391,177,221,1664
3367,16,541,85,1981,175,224,3137
3311,16,124,41,5798,225,203,685
2949,9,495,36,4625,231,223,3005
3030,22,598,215,660,225,188,902
2968,11,0,0,4369,235,221,3762
2962,17,458,203,576,173,224,1298
2340,31,180,70,713,198,157,691
3113,18,404,53,6110,205,254,2032
2125,33,228,127,365,134,243,467
3117,13,162,33,1879,236,216,2758
2885,16,270,128,1660,210,253,1477
3017,19,509,66,5504,211,252,785
2843,8,240,27,3046,233,236,2674
3020,4,270,35,1969,217,231,1433
3006,27,306,61,1771,229,174,3404
3213,5,324,-7,5557,221,229,1872
2904,24,552,142,497,252,201,607
3003,11,459,-16,1680,225,215,1230
3099,8,300,15,5225,210,225,1279
3222,20,433,59,2329,176,203,1291
2888,30,324,202,2123,152,249,1172
3080,3,0,0,6083,210,238,2418
2940,27,85,36,2356,169,252,1583
3846,1,949,397,4743,217,237,2794
2880,32,201,53,5552,245,169,4459
2476,20,216,48,876,175,206,577
3250,30,85,25,2374,254,190,3089
2867,12,162,17,4989,220,249,4325
2725,12,134,-9,1699,190,246,930
2640,31,30,15,1044,161,164,3200
2904,14,170,51,1410,242,220,2221
2395,24,210,66,127,151,242,547
2989,17,108,24,313,174,224,789
2604,13,216,56,789,200,215,541
3207,23,366,116,3804,234,239,649
2813,13,450,89,1570,228,213,601
3231,6,319,53,983,203,238,569
2732,7,417,62,1339,232,232,1621
3130,22,466,105,2148,224,188,1839
2801,6,0,0,2239,217,227,2781
3367,4,459,45,1172,225,233,2452
3139,6,85,10,3217,202,236,5036
2595,34,120,68,781,233,154,870
3072,14,470,85,1681,212,252,3615
2822,11,576,75,4011,208,251,1615
3297,19,430,118,4014,236,199,2982
2914,7,420,242,1184,207,229,785
3391,8,993,185,1136,198,240,2048
3047,10,459,6,2888,238,232,6387
2879,19,247,68,825,227,196,552
2693,12,402,117,765,223,213,2001
2671,5,671,-38,691,224,230,1695
3175,20,300,84,5256,242,200,1410
2426,11,30,1,577,211,217,1689
2126,32,60,26,836,249,209,175
2744,6,335,28,1714,228,228,2256
2466,31,600,250,1040,143,176,297
3093,10,430,22,1745,236,224,1473
3011,2,408,88,2839,216,234,1436
3083,11,30,0,1702,237,221,2432
3031,10,212,17,6172,238,229,3415
2967,3,30,-1,2371,225,236,1650
3289,3,30,1,5842,225,238,524
3009,5,30,2,4544,205,239,604
2650,8,309,117,450,220,222,1431
2484,15,120,34,240,186,217,212
3218,12,713,28,1935,211,214,474
2680,6,240,17,1624,218,228,6194
3060,11,335,35,5715,199,249,1910
2870,21,417,74,1008,247,201,541
2994,12,190,52,2110,202,218,722
2995,18,190,23,5084,246,211,4193
3003,14,95,21,5328,199,213,2429
3164,22,30,11,4417,155,237,3448
2908,9,577,110,3112,230,223,541
3046,10,268,82,2553,202,249,1206
2844,13,192,23,1203,242,223,1884
2922,20,283,79,1736,171,208,2635
3002,22,990,204,3226,241,194,960
2938,30,240,134,1986,127,199,1173
2800,20,60,9,2435,198,195,2821
2791,24,255,152,1668,148,233,1406
2988,13,534,79,5511,221,249,4039
3079,10,819,4,1379,237,228,2619
3341,6,60,-2,2352,217,226,4119
2777,15,362,83,1158,196,211,1072
3659,13,680,247,2942,191,221,1265
2641,14,67,6,153,191,218,708
2790,24,120,35,1318,151,211,2255
2987,22,95,39,331,217,186,1535
2658,25,201,83,1867,174,187,1471
2992,7,418,34,3804,216,225,1500
2836,6,391,52,1932,229,237,1342
2939,4,497,-9,3531,216,232,5868
3214,21,60,6,2700,250,209,277
2974,32,192,74,1939,193,246,2122
2784,12,366,28,1776,228,215,2041
3301,11,390,81,1092,230,244,1050
2698,15,351,64,408,208,208,384
2835,4,180,16,2733,218,231,4149
2304,21,192,89,277,155,227,582
1904,18,0,0,42,216,198,481
2932,7,30,6,4837,231,227,6208
3295,9,67,4,1599,233,227,3318
3039,5,134,-3,1471,221,229,2881
2170,31,30,21,741,139,182,1633
3228,4,351,32,1328,226,235,1848
2812,19,228,-31,2058,172,248,1062
2863,21,228,35,3423,220,189,5181
3135,29,95,32,949,134,237,2471
2524,6,379,41,210,202,239,1898
2729,28,240,-65,1921,200,249,1471
3147,14,108,11,4025,198,213,1095
2696,8,277,2,832,222,223,1126
3121,28,990,90,3120,248,219,2460
3083,3,474,66,2893,210,237,858
2929,21,212,37,350,232,242,890
2389,21,134,40,553,236,193,1159
3014,8,618,174,5574,208,225,5166
2986,3,537,1,1770,217,232,1116
3125,15,108,13,1909,185,248,382
3077,9,285,-51,1980,220,248,3786
3057,4,474,23,6443,226,234,3258
2725,31,60,8,1328,245,217,1772
2301,20,300,103,920,204,194,834
3037,11,240,22,4837,191,230,2793
2998,11,85,13,5130,239,232,5021
2933,11,255,54,3688,216,250,5246
3089,22,95,38,2340,158,241,782
2245,16,30,4,680,188,213,532
2526,21,124,-27,2263,156,224,2268
2928,2,421,8,1113,213,239,285
3012,11,339,58,2138,220,216,685
3030,18,67,21,4464,180,211,2179
3014,9,180,6,5370,223,246,1861
2667,24,42,7,1518,241,187,1090
2646,21,391,102,1110,228,191,1283
3072,19,0,0,655,246,208,1538
2942,16,60,20,3886,229,205,5166
2982,3,446,0,1812,210,238,1170
2792,13,384,14,1771,228,213,1637
2817,20,42,17,2220,168,213,1473
3179,7,124,8,4972,225,243,2342
3018,19,256,29,2346,218,251,3046
3129,4,85,-5,4479,226,235,1804
2801,13,0,0,2040,240,221,2646
3173,15,153,30,4723,179,228,1090
2968,12,446,36,4446,233,216,4152
2694,20,42,19,2147,162,220,4587
2315,16,228,56,1184,226,205,663
2837,5,0,0,4696,211,231,4630
3015,15,30,10,2324,177,232,1537
3223,19,350,112,1158,163,234,2072
2971,23,190,45,1871,151,225,1565
2955,20,285,39,4780,216,191,3757
2379,22,216,36,484,239,237,618
3036,11,30,3,1184,237,236,2523
2646,5,30,0,2081,229,233,2011
2836,17,301,34,997,242,234,2179
2580,17,120,13,1535,233,202,1884
2953,15,150,48,418,180,223,1597
3000,16,591,17,2446,215,204,2322
2617,25,134,17,1050,250,196,2291
2966,16,124,21,3842,243,212,2042
2954,12,362,38,4950,233,242,2732
3089,5,120,20,4601,216,229,3154
2999,3,283,21,2910,212,237,658
3335,15,553,50,1608,236,210,2110
3370,9,532,172,1921,210,223,3078
2932,15,134,59,6058,238,212,4387
3324,18,646,97,3922,212,252,2213
2663,10,331,-18,1490,210,250,5778
2396,24,30,9,641,246,192,1112
3119,15,451,-29,6024,244,219,1348
2764,7,30,6,1837,201,234,2789
2949,3,85,10,5780,218,233,3561
2850,12,127,13,2896,222,248,2285
2625,16,573,41,953,240,211,992
2835,12,210,16,2726,230,215,3839
3349,11,60,-5,1612,226,246,3342
3030,21,785,79,3034,214,251,2257
2956,12,371,36,4890,233,242,2742
2428,21,182,40,607,177,199,1302
3096,5,395,-30,2527,209,233,1650
3272,7,495,45,4277,225,244,2084
3290,13,90,14,5476,185,242,711
2443,12,0,0,362,223,214,1892
3089,17,190,-7,3051,171,235,1528
2948,30,90,27,2634,152,248,2391
3132,19,390,86,255,232,198,1382
3152,7,722,-42,579,204,233,1445
3048,5,451,-6,638,229,231,1128
3217,3,277,15,2549,225,237,1329
2965,9,30,5,824,236,227,2549
2696,21,190,108,2802,204,253,1266
3224,8,85,3,3912,210,248,2676
3157,10,426,63,2223,227,245,983
2932,7,300,128,4962,201,234,4876
3057,6,218,12,5166,214,228,2546
2844,10,564,56,3393,213,218,6260
3064,7,543,73,5779,211,247,5113
3185,3,150,7,5285,223,234,2700
3327,19,618,109,3755,173,211,1425
3253,7,524,77,5520,217,224,2685
2848,25,90,2,1860,163,250,1130
2080,24,90,22,671,245,228,853
3091,21,85,24,1931,179,198,1816
2509,22,85,5,1348,246,228,495
2949,18,42,17,4362,246,228,1895
3077,11,30,1,4946,216,217,792
2821,24,134,69,3594,172,191,5876
3178,7,564,46,3226,232,236,3570
2562,11,210,34,516,229,218,1448
3295,16,60,-11,1832,236,208,912
2651,15,395,123,785,226,247,1231
2790,11,150,24,2115,230,218,721
3257,12,390,44,6305,226,215,690
3118,32,270,122,524,122,188,2139
2991,9,518,-29,1368,221,247,1521
2634,11,234,56,1075,228,217,1535
3283,16,124,21,4655,219,250,2930
2899,34,765,152,3960,164,247,1423
2747,7,60,-10,1740,230,228,1205
2668,14,234,61,914,197,215,2994
3401,26,67,11,2701,238,233,603
2780,14,95,8,256,186,224,1172
2860,12,150,-11,450,229,215,1624
3249,15,272,33,4366,227,247,2343
2751,9,175,28,2474,198,232,6874
2097,22,242,92,295,155,223,720
3065,11,85,3,2718,230,217,2037
3353,14,589,188,3561,219,208,1797
2908,5,30,0,997,229,233,2919
2475,7,0,0,953,224,245,808
2952,16,150,73,1595,188,252,1082
3267,18,390,16,785,219,198,2467
3292,18,210,17,2761,175,246,661
